,Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
2272,8,TL Lawford,not out,3,2,,0,0,150,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
2273,9,SNJ O'Keefe,not out,2,1,,0,0,200,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
2274,1,MP Stoinis, b O'Keefe,0,3,,0,0,0,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2275,2,LJ Wright,c O'Keefe b Bird,8,15,,1,0,53.33,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2276,3,GJ Maxwell,c Lumb b Bollinger,50,36,,5,0,138.88,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2277,4,PSP Handscomb,c Botha b Abbott,52,40,,4,1,130,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2278,5,DJ Hussey (c),not out,24,15,,1,1,160,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2279,6,JP Faulkner,c †Haddin b Bollinger,0,1,,0,0,0,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2280,7,TIF Triffitt †,not out,4,2,,1,0,200,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2281,1,TP Ludeman †,c †Hartley b Russell,0,1,,0,0,0,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2282,2,CJ Simmons,c Rohrer b Sandhu,1,4,,0,0,25,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2283,3,DPMD Jayawardene,run out (Rohrer/†Hartley),21,31,,1,0,67.74,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2284,4,TM Head,c †Hartley b Kallis,11,14,,1,1,78.57,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2285,5,BJ Hodge (c),c Green b Russell,34,33,,2,2,103.03,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2286,6,AI Ross,c Hussey b Fawad Ahmed,7,7,,1,0,100,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2287,7,MG Neser,run out (Rohrer/†Hartley),2,8,,0,0,25,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2288,8,AU Rashid,c Sandhu b McKay,25,18,,3,0,138.88,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2289,9,KW Richardson,not out,7,2,,0,1,350,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2290,10,B Laughlin, b McKay,6,2,,0,1,300,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2291,1,JH Kallis,not out,49,48,,3,2,102.08,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2292,2,AC Blizzard,c Hodge b Simmons,35,29,,3,0,120.68,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2293,3,SR Watson, b Laughlin,13,15,,2,0,86.66,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2294,4,AD Russell,c Ross b Laughlin,17,7,,0,2,242.85,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2295,5,MEK Hussey (c),not out,0,0,,0,0,-,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2296,1,BR Dunk,c Simmons b Badree,27,22,,3,1,122.72,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2297,2,TD Paine (c) †,st †Peirson b Badree,25,22,,3,0,113.63,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2298,3,KC Sangakkara, b Feldman,32,19,,1,2,168.42,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2299,4,GJ Bailey,c Feldman b Steketee,27,21,,2,0,128.57,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2300,5,DT Christian,not out,56,24,,3,4,233.33,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2301,6,DJG Sammy,not out,7,14,,0,0,50,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2302,1,JJ Peirson †,c Rose b Reed,1,3,,0,0,33.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2303,2,LMP Simmons, b Tait,0,3,,0,0,0,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2304,3,CA Lynn (c),c †Paine b Boyce,101,51,,5,7,198.03,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2305,4,SD Heazlett,c †Paine b Sammy,26,24,,3,1,108.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2306,5,NJ Reardon,c Rose b Boyce,4,8,,0,0,50,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2307,6,JS Floros, b Reed,15,18,,0,0,83.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2308,7,BCJ Cutting,c Christian b Reed,13,7,,1,1,185.71,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2309,8,JK Lalor,not out,5,4,,0,0,125,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2310,9,LW Feldman,run out (Reed),0,0,,0,0,-,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2311,10,MT Steketee,run out (Reed/Christian),0,0,,0,0,-,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2312,11,S Badree,not out,1,3,,0,0,33.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2313,1,AJ Finch (c),c Agar b Willey,72,48,72,6,3,150,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2314,2,CH Gayle,c †Bancroft b Behrendorff,41,35,46,2,3,117.14,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2315,3,CL White,c & b Behrendorff,0,1,1,0,0,0,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2316,4,MS Wade †, b Tye,35,25,32,2,1,140,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2317,5,DJ Bravo,not out,14,10,14,1,0,140,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2318,6,TM Beaton,not out,2,1,5,0,0,200,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2319,1,SE Marsh,not out,76,54,80,3,3,140.74,Perth Scorchers,Melbourne Renegades,897719,BBL05,13,149
2320,2,M Klinger (c),not out,90,58,80,7,3,155.17,Perth Scorchers,Melbourne Renegades,897719,BBL05,13,149
2321,1,EJM Cowan,c Head b Holland,43,32,,4,1,134.37,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2322,2,MJ Lumb,c Ross b Kingston,31,23,,2,2,134.78,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2323,3,NJ Maddinson (c),lbw b Rashid,0,1,,0,0,0,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2324,4,BJ Haddin †,not out,54,35,,2,4,154.28,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2325,5,JC Silk,c Simmons b Rashid,3,7,,0,0,42.85,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2326,6,RGL Carters,c Simmons b Rashid,0,3,,0,0,0,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2327,7,J Botha,not out,38,20,,4,1,190,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2328,1,CJ Simmons,c Dwarshuis b Bird,25,16,,4,1,156.25,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2329,2,TP Ludeman †,c †Carters b Abbott,26,20,,4,0,130,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2330,3,DPMD Jayawardene,c †Carters b Dwarshuis,6,5,,1,0,120,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2331,4,TM Head,not out,101,53,,4,9,190.56,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2332,5,BJ Hodge (c),c Abbott b Dwarshuis,17,18,,1,1,94.44,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2333,6,AI Ross,c sub (RR Ayre) b Dwarshuis,1,4,,0,0,25,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2334,7,AU Rashid,not out,2,1,,0,0,200,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2335,1,TD Paine (c) †,c †Hartley b McKay,23,26,38,2,0,88.46,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2336,2,BR Dunk,c Russell b McKay,15,10,13,2,0,150,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2337,3,KC Sangakkara,c †Hartley b McKay,16,14,21,1,0,114.28,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2338,4,GJ Bailey,not out,56,29,51,6,2,193.1,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2339,5,DT Christian,c Russell b Fawad Ahmed,5,4,3,1,0,125,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2340,6,JW Wells,c †Hartley b Kallis,27,28,28,4,0,96.42,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2341,7,DJG Sammy,c Green b McKay,18,10,10,0,1,180,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2342,8,CA Rose,not out,0,0,2,0,0,-,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2343,1,JH Kallis,c Wells b Tait,0,4,3,0,0,0,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2344,2,AC Blizzard,c Boyce b Reed,23,21,32,4,0,109.52,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2345,3,SR Watson,c †Paine b Tait,0,2,1,0,0,0,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2346,4,MEK Hussey (c),c Rose b Reed,71,51,66,10,1,139.21,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2347,5,BJ Rohrer,c Christian b Boyce,20,18,27,2,0,111.11,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2348,6,AD Russell,c Wells b Boyce,8,5,7,0,1,160,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2349,7,CJ Green,c †Paine b Reed,5,4,6,1,0,125,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2350,8,CD Hartley †,run out (Christian),0,0,1,0,0,-,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2351,9,CJ McKay,not out,2,3,13,0,0,66.66,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2352,10,GS Sandhu, b Tait,7,7,5,1,0,100,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2353,11,Fawad Ahmed,not out,4,5,6,0,0,80,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2354,1,AJ Finch (c),c Faulkner b Stoinis,36,29,36,4,1,124.13,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2355,2,CH Gayle,c Pietersen b Hastings,4,10,13,0,0,40,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2356,3,CL White,c Zampa b Beer,54,39,51,4,3,138.46,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2357,4,MS Wade †,c †Handscomb b Hastings,24,21,25,1,1,114.28,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2358,5,DJ Bravo, b Hastings,7,8,19,0,0,87.5,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2359,6,TM Beaton,c Zampa b Hilfenhaus,12,6,5,1,1,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2360,7,TLW Cooper,c Faulkner b Hastings,12,6,8,0,1,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2361,8,CJ Gannon,not out,2,1,3,0,0,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2362,9,CP Tremain,not out,1,1,1,0,0,100,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2363,1,MP Stoinis,c †Wade b Tremain,7,14,26,0,0,50,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2364,2,LJ Wright,not out,109,63,91,11,4,173.01,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2365,3,KP Pietersen,c †Wade b Gannon,6,8,8,1,0,75,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2366,4,GJ Maxwell, b Bravo,22,18,22,0,1,122.22,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2367,5,PSP Handscomb †,not out,13,12,32,0,0,108.33,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2368,1,EJM Cowan, b Willey,6,8,,1,0,75,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2369,2,MJ Lumb,c Paris b Behrendorff,47,45,,4,1,104.44,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2370,3,NJ Maddinson (c),c Marsh b Willey,1,4,,0,0,25,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2371,4,JC Silk,c †Bancroft b Paris,1,5,,0,0,20,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2372,5,J Botha,c †Bancroft b Behrendorff,7,8,,0,0,87.5,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2373,6,RGL Carters †,c Paris b Tye,27,29,,2,0,93.1,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2374,7,BJ Dwarshuis, b Tye,13,11,,2,0,118.18,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2375,8,SA Abbott,c Agar b Willey,1,4,,0,0,25,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2376,9,DE Bollinger,not out,4,4,,0,0,100,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2377,10,JM Bird,not out,1,2,,0,0,50,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2378,1,M Klinger (c),c Somerville b Abbott,28,22,,3,1,127.27,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
2379,2,SE Marsh,not out,63,54,,8,3,116.66,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
2380,3,MS Harris,not out,15,11,,2,0,136.36,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
2381,1,JH Kallis,c Badree b Lalor,16,11,,2,0,145.45,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2382,2,AC Blizzard,st †Peirson b Badree,14,20,,0,1,70,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2383,3,SR Watson,c Reardon b Hopes,46,31,,0,5,148.38,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2384,4,MEK Hussey (c),c †Peirson b Steketee,56,43,,2,2,130.23,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2385,5,AD Russell,run out (Heazlett/Lalor),20,9,,2,1,222.22,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2386,6,BJ Rohrer,not out,13,8,,0,1,162.5,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2387,7,CJ Green,not out,0,0,,0,0,-,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2388,1,JJ Peirson †,st †Hartley b Green,40,36,,6,0,111.11,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2389,2,LMP Simmons,c McKay b Watson,34,25,,2,2,136,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2390,3,CA Lynn (c),c Green b Russell,75,32,,6,6,234.37,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2391,4,NJ Reardon,c McKay b Russell,8,10,,1,0,80,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2392,5,BCJ Cutting,not out,22,13,,3,0,169.23,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2393,6,SD Heazlett,not out,1,2,,0,0,50,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2394,1,TD Paine (c), b Doherty,2,6,6,0,0,33.33,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2395,2,BR Dunk †,c Finch b Gannon,37,38,62,2,1,97.36,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2396,3,KC Sangakkara,c Doherty b Tremain,3,8,9,0,0,37.5,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2397,4,GJ Bailey,c Finch b Gannon,0,4,5,0,0,0,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2398,5,DT Christian,c Cooper b Doherty,58,40,46,4,3,145,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2399,6,JW Wells,not out,26,18,20,3,1,144.44,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2400,7,DJG Sammy,not out,9,6,13,1,0,150,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
2401,1,AJ Finch (c),c Wells b Boyce,60,39,46,11,0,153.84,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2402,2,CH Gayle,c Rainbird b Boyce,41,15,26,4,3,273.33,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2403,3,TM Beaton,c †Dunk b Boyce,5,6,12,0,0,83.33,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2404,4,CL White,not out,15,15,22,1,0,100,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2405,5,MS Wade †,c Wells b Rainbird,3,4,5,0,0,75,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2406,6,DJ Bravo,c Paine b Rainbird,7,4,7,1,0,175,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2407,7,TLW Cooper,not out,1,2,1,0,0,50,Melbourne Renegades,Hobart Hurricanes,897731,BBL05,19,155
2408,1,TP Ludeman †,c Paris b Behrendorff,30,37,,3,0,81.08,Adelaide Strikers,Perth Scorchers,897733,BBL05,20,156
2409,2,DPMD Jayawardene,c Harris b Agar,57,37,,7,2,154.05,Adelaide Strikers,Perth Scorchers,897733,BBL05,20,156
2410,3,TM Head,not out,51,31,,1,3,164.51,Adelaide Strikers,Perth Scorchers,897733,BBL05,20,156
2411,4,BJ Hodge (c),not out,30,15,,2,2,200,Adelaide Strikers,Perth Scorchers,897733,BBL05,20,156
2412,1,SE Marsh,c †Ludeman b Stanlake,4,5,,1,0,80,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2413,2,M Klinger (c), b Holland,15,12,,2,0,125,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2414,3,MS Harris,c Richardson b Stanlake,4,4,,1,0,100,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2415,4,CT Bancroft †,c Rashid b Richardson,17,12,,1,0,141.66,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2416,5,AC Agar, b Rashid,18,20,,1,1,90,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2417,6,AJ Turner,c Ross b Head,19,12,,1,1,158.33,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2418,7,DJ Willey,c Ross b Rashid,31,17,,1,3,182.35,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2419,8,JS Paris, b Laughlin,13,15,,1,0,86.66,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2420,9,AJ Tye,c Lehmann b Rashid,0,3,,0,0,0,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2421,10,JP Behrendorff,not out,1,1,,0,0,100,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2422,11,GB Hogg, b Richardson,3,5,,0,0,60,Perth Scorchers,Adelaide Strikers,897733,BBL05,20,156
2423,1,TD Paine (c) †,c Faulkner b Maxwell,0,2,3,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2424,2,BR Dunk,run out (Hastings/Maxwell),11,6,13,1,0,183.33,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2425,3,KC Sangakkara,c †Handscomb b Beer,1,4,4,0,0,25,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2426,4,GJ Bailey, b Zampa,55,40,50,3,2,137.5,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2427,5,DT Christian,run out (Wright),4,11,9,0,0,36.36,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2428,6,JW Wells,st †Handscomb b Zampa,22,29,33,0,0,75.86,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2429,7,DJG Sammy, b Hastings,17,14,16,1,0,121.42,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2430,8,CA Rose,not out,8,10,21,0,0,80,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2431,9,CJ Boyce, b Boland,1,2,2,0,0,50,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2432,10,SL Rainbird, b Boland,0,1,1,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2433,11,SW Tait,run out (Hussey),0,1,1,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,BBL05,21,157
2434,1,MP Stoinis,c Dunk b Rainbird,10,16,15,0,0,62.5,Melbourne Stars,Hobart Hurricanes,897735,BBL05,21,157
2435,2,LJ Wright,not out,51,41,64,5,1,124.39,Melbourne Stars,Hobart Hurricanes,897735,BBL05,21,157
2436,3,KP Pietersen,run out (Sangakkara/Rose),1,1,4,0,0,100,Melbourne Stars,Hobart Hurricanes,897735,BBL05,21,157
2437,4,GJ Maxwell,not out,56,32,43,3,3,175,Melbourne Stars,Hobart Hurricanes,897735,BBL05,21,157
2438,1,M Klinger (c),lbw b Russell,0,3,,0,0,0,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2439,2,SE Marsh,c Kallis b McDonald,28,22,,2,2,127.27,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2440,3,MS Harris,c & b McKay,1,4,,0,0,25,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2441,4,CT Bancroft †,lbw b Russell,72,53,,3,3,135.84,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2442,5,AC Agar,run out (†Hartley),68,34,,5,4,200,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2443,6,DJ Willey,not out,2,2,,0,0,100,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2444,7,AJ Turner,not out,1,2,,0,0,50,Perth Scorchers,Sydney Thunder,897737,BBL05,22,158
2445,1,AC Blizzard,lbw b Behrendorff,7,6,,1,0,116.66,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2446,2,JH Kallis,c Agar b Behrendorff,7,9,,1,0,77.77,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2447,3,KR Patterson,c †Bancroft b Tye,18,24,,1,0,75,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2448,4,SR Watson (c), b Tye,18,17,,3,0,105.88,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2449,5,AD Russell,c Paris b Behrendorff,42,20,,0,5,210,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2450,6,BJ Rohrer,c Willey b Paris,14,12,,2,0,116.66,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2451,7,AB McDonald,c Klinger b Hogg,7,6,,1,0,116.66,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2452,8,CJ Green,st †Bancroft b Hogg,0,3,,0,0,0,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2453,9,CD Hartley †,not out,9,11,,0,0,81.81,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2454,10,CJ McKay,c Harris b Tye,14,11,,1,0,127.27,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2455,11,Fawad Ahmed,not out,5,2,,1,0,250,Sydney Thunder,Perth Scorchers,897737,BBL05,22,158
2456,1,JJ Peirson †,c Laughlin b Head,51,36,,2,3,141.66,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2457,2,LMP Simmons,lbw b Neser,0,2,,0,0,0,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2458,3,CA Lynn (c),c Neser b Rashid,34,25,,5,1,136,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2459,4,SD Heazlett,run out (Lehmann/†Ludeman),9,7,,0,1,128.57,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2460,5,NJ Reardon,not out,40,32,,2,2,125,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2461,6,BCJ Cutting, b Rashid,16,13,,1,1,123.07,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2462,7,JS Floros,c Head b Laughlin,2,2,,0,0,100,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2463,8,JR Hopes,not out,14,4,,3,0,350,Brisbane Heat,Adelaide Strikers,897739,BBL05,23,159
2464,1,TP Ludeman †,not out,57,49,,5,0,116.32,Adelaide Strikers,Brisbane Heat,897739,BBL05,23,159
2465,2,DPMD Jayawardene,lbw b Badree,53,30,,5,3,176.66,Adelaide Strikers,Brisbane Heat,897739,BBL05,23,159
2466,3,TM Head,c Heazlett b Cutting,50,25,,1,4,200,Adelaide Strikers,Brisbane Heat,897739,BBL05,23,159
2467,4,BJ Hodge (c),not out,14,8,,2,0,175,Adelaide Strikers,Brisbane Heat,897739,BBL05,23,159
2468,1,CH Gayle,c Quiney b Stoinis,21,21,36,0,2,100,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2469,2,TLW Cooper,c †Handscomb b Hilfenhaus,1,2,5,0,0,50,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2470,3,CL White (c),c †Handscomb b Stoinis,29,30,32,3,1,96.66,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2471,4,DJ Bravo,not out,59,37,49,4,3,159.45,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2472,5,PM Nevill †,run out (Zampa),7,10,13,1,0,70,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2473,6,A Ayre,lbw b Zampa,0,1,21,0,0,0,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2474,7,TM Beaton, b Stoinis,29,18,24,4,0,161.11,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2475,8,CJ Gannon,not out,1,1,5,0,0,100,Melbourne Renegades,Melbourne Stars,897741,BBL05,24,160
2476,1,MP Stoinis, b Bravo,13,9,14,2,0,144.44,Melbourne Stars,Melbourne Renegades,897741,BBL05,24,160
2477,2,LJ Wright,c White b Stevenson,37,26,32,7,0,142.3,Melbourne Stars,Melbourne Renegades,897741,BBL05,24,160
2478,3,KP Pietersen,not out,67,43,63,5,3,155.81,Melbourne Stars,Melbourne Renegades,897741,BBL05,24,160
2479,4,PSP Handscomb †,not out,39,30,45,3,1,130,Melbourne Stars,Melbourne Renegades,897741,BBL05,24,160
2480,1,MS Harris,st †Paine b Rose,12,15,,2,0,80,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2481,2,M Klinger,run out (Rainbird/Sammy),36,29,,5,0,124.13,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2482,3,MA Carberry,c †Paine b Tait,62,35,,9,1,177.14,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2483,4,AC Voges (c),c Rainbird b Boyce,2,3,,0,0,66.66,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2484,5,CT Bancroft †,not out,26,22,,2,0,118.18,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2485,6,AC Agar,c Hill b Tait,8,7,,1,0,114.28,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2486,7,DJ Willey,not out,25,9,,2,1,277.77,Perth Scorchers,Hobart Hurricanes,897743,BBL05,25,161
2487,1,BR Dunk,c Voges b Willey,9,8,,1,0,112.5,Hobart Hurricanes,Perth Scorchers,897743,BBL05,25,161
